route_id,agency_id,route_short_name,route_long_name,route_type
212,6100826, Halmeu - Satu Mare, Halmeu - Porumbeşti Hm. - Micula Hm. - Ram. Botiz h. - Satu Mare,2
213,6100826, Ungheni Prut Hm. - Iaşi, Ungheni Prut Hm. - Cristeşti Jijia - Holboca Hm. - Remiza T Socola h. - Socola - Nicolina - Iaşi,2
214,6100826, Târgu Mureş - Deda, Târgu Mureş - Târgu Mureş Nord Hm. - Dumbrăvioara Hm. - Gorneşti Mureş h. - Periş Mureş h. - Petelea h. - Reghin - Ideciu de Jos h. - Brâncoveneşti h. - Halta Aluniş h. - Aluniş Mureş Hm. - Ruşii Munţi h. - Deda,2
215,6100826, Hunedoara - Simeria, Hunedoara - Pestişu Mare h. - Bârcea Mică - Bârcea Mare h. - Simeria,2
216,6100826, Bucureşti Nord Gr.A - Craiova, Bucureşti Nord Gr.A - Videle - Roşiori Nord - Drăgăneşti Olt - Caracal - Craiova,2
217,6100826, Pietroşiţa Hm. - Târgovişte, Pietroşiţa Hm. - Ţepeş Vodă h. - Fieni - Moţăieni h. - Pucioasa Hm. - Trainica h. - Scârlenţa h. - Vulcana Pandele Hm. - Doiceşti h. - Doiceşti - Săteni h. - Aninoasa Hm. - TEIŞ Hm. - Romlux h. - Târgovişte,2
218,6100826, Baia Mare - Mangalia, Baia Mare - Satulung pe Someş Hm. - Mireşu Mare PM. - Ulmeni Sălaj - Benesat Hm. - Jibou - Surduc Sălaj Hm. - Letca Hm. - Ileanda - Gâlgău - Câţcău h. - Dej Călători - Beclean pe Someş - Sărăţel - Deda - Topliţa - Gheorgheni - Izvoru Mureşului Hm. - Izvoru Oltului - Siculeni - Miercurea Ciuc - Băile Tuşnad Hm. - Sfântu Gheorghe - Braşov - Predeal - Sinaia - Câmpina - Floreşti Prahova - Ploieşti Vest - Bucureşti Nord Gr.A - Ciulniţa - Feteşti - Cernavodă Pod - Medgidia - Constanţa - Agigea Nord - Agigea Ecluză Hm. - Eforie Nord - Eforie Sud - Costineşti - Costineşti Tabără hc. - Neptun hc. - Mangalia,2
219,6100826, Constanţa - Bucureşti Nord Gr.A, Constanţa - Bucureşti Nord Gr.A,2
220,6100826, Urziceni - Ciulniţa, Urziceni - Alexeni h. - Brosteni Hm. - Malu h. - Km. 74+600 h. - Sărăţuica Hm. - Sărăţeni Ialomiţa h. - Munteni Buzău h. - Căzăneşti - Ciochina hc. - Andrăşeşti Hm. - Fundata h. - Perieţi h. - Slobozia Veche - Slobozia Sud Hm. - Brâncoveni h. - Ciulniţa,2
221,6100826, Mangalia - Constanţa, Mangalia - Neptun - Neptun hc. - Pescăruş h. - Costineşti Tabără hc. - Costineşti - Tuzla h. - Eforie Sud - Eforie Nord - Agigea Ecluză Hm. - Agigea Nord - Constanţa,2
222,6100826, Oradea - Cluj Napoca, Oradea - Oradea Est - Oradea Est Triaj h. - Oşorhei Hm. - Săcădat h. - Săbolciu h. - Tileagd - Telechiu Hm. - Ţeţchea hc. - Aleşd - Aleşd h. - Butan h. - Vadu Crişului Hm. - Vadu Crişului h. - Peştera h. - Şuncuiuş Hm. - Bălnaca h. - Bratca - Stâna de Vale h. - Bulz Hm. - Piatra Craiului Hm. - Lacu Crişului h. - Negreni h. - Ciucea Hm. - Valea Drăganului h. - Poieni - Bologa h. - Brăişoru Hm. - Huedin - Jebuc h. - Stana Hm. - Gălăşeni h. - Aghireş h. - Aghireş - Dorolţu h. - Macău h. - Gârbău Hm. - Nădăşel h. - Mera Hm. - Rădaia h. - Suceag h. - Baciu Triaj Hm. - Cluj Napoca,2
223,6100826, Galaţi - Buzău, Galaţi - Fileşti Hm. - Barboşi - Zagna Vădeni h. - Vădeni Hm. - Baldovineşti Hm. - Brăila - Lacu Sărat - Traian Sat Hm. - Urleasca Hm. - Plopu - Ianca hc. - Deduleşti Hm. - Găiseanca h. - Făurei - CTF Făurei h. - Vizireni h. - C.A.Rosetti Hm. - Movila Oii h. - Cilibia Hm. - Bentu h. - Tăbărăşti Sud h. - Tăbărăşti h. - Buzău Sud - Buzău,2
224,6100826, Kotegyan - Salonta, Kotegyan - Salonta,2
225,6100826, Satu Mare - Bucureşti Nord Gr.A, Satu Mare - Apa Hm. - Seini - Baia Mare - Mireşu Mare PM. - Ulmeni Sălaj - Benesat Hm. - Jibou - Letca Hm. - Ileanda - Gâlgău - Câţcău h. - Dej Călători - Gherla - Apahida - Cluj Napoca - Câmpia Turzii - Războieni - Unirea hc. - Aiud Hm. - Teiuş - Blaj - Copşa Mică - Mediaş - Dumbrăveni - Sighişoara - Rupea - Racoş Hm. - Augustin Hm. - Braşov - Predeal - Azuga - Buşteni - Sinaia - Comarnic - Câmpina - Ploieşti Vest - Bucureşti Nord Gr.A,2
226,6100826, Mărăşeşti - Galaţi, Mărăşeşti - G-ral. E. Grigorescu Hm. - Cosmeşti Hm. - Tecuci - Malul Alb h. - Barcea - Umbrăreşti h. - Iveşti Hm. - Buceşti h. - Lieşti - Şerbăneşti h. - Hanu Conachi Hm. - Tudor Vladimirescu hc. - Vameş h. - Piscu h. - Independenţa Hm. - Vasile Alecsandri h. - Braniştea h. - Şerbeştii Vechi h. - Şendreni Hm. - Barboşi - Fileşti Hm. - Galaţi,2
227,6100826, Dorneşti - Suceava, Dorneşti - Ţibeni h. - Milişăuţi Hm. - Dărmăneşti - Suceava Nord - Suceava,2
228,6100826, Ploieşti Sud - Bucureşti Nord Gr.B, Ploieşti Sud - Brazi - Prahova h. - Crivina - Scroviştea h. - Periş - Dârza h. - Buftea - Chitila - Depoul Buc.Triaj h. (IIIK) - Pajura Hm. (IIIK) - Carpaţi h. (IIIK) - Bucureşti Basarab h. - Bucureşti Nord Gr.B,2
229,6100826, Cacica Hm. - Suceava Nord, Cacica Hm. - Pârteşti h. - Soloneţ h. - Todireşti h. - Părhăuţi h. - Dărmăneşti - Suceava Nord,2
230,6100826, Dej Călători - Bistriţa Nord, Dej Călători - Dej Triaj - Reteag Hm. - Reteag h. - Ciceu Cristur h. - Coldău Hm. - Beclean pe Someş - Şintereag Hm. - Caila hc. - Sfântu h. - Măgheruş Şieu Hm. - Arcalia hc. - Sărăţel - Sărata h. - Viişoara h. - Bistriţa Fabrici h. - Bistriţa Nord,2
231,6100826, Sibiu - Teiuş, Sibiu - Sibiu h.(210) - Turnişor Hm. - Cristian Sibiu h. - Orlat - Sibiel h. - Săcelu Sibiului h. - Sălişte Hm. - Aciliu h. - Tilişca h. - Apoldu de Sus Hm. - Apoldu de Jos h. - Miercurea Sibiu Hm. - Băile Miercurea h. - Cunţa Hm. - Cut h. - Rahău h. - Sebeş Alba - Sebeş Glod h. - Vinţu de Jos - Alba Iulia - Bărăbanţ Hm. - Sântimbru  Hm. - Sântimbru h. - Coşlariu - Teiuş,2
232,6100826, Bucureşti Nord Gr.A - Lokoshaza, Bucureşti Nord Gr.A - Ploieşti Vest - Sinaia - Predeal - Braşov - Făgăraş - Sibiu - Vinţu de Jos - Şibot - Orăştie - Simeria - Deva - Arad - Curtici - Lokoshaza,2
233,6100826, Simeria - Arad, Simeria - Deva - Mintia - Mintia h. - Veţel h. - Brănişca Hm. - Bretea Mureşeană h. - Ilia - Gurasada Hm. - Câmpuri Surduc Hm. - Burjuc h. - Zam - Petriş pe Mureş h. - Ilteu - Toc h. - Săvârşin - Vărădia h. - Vărădia Hm. - Valea Mureşului h. - Bătuţa Hm. - Căpruţa h. - Bârzava - Nadăş h. - Conop Hm. - Corfeni h. - Milova - Radna - Păuliş Hm. - Păuliş h. - Ghioroc - Glogovăţ - Arad,2
234,6100826, Iaşi - Bacău, Iaşi - Leţcani - Podu Iloaiei - Budăi hc. - Sârca Hm. - Târgu Frumos - Pietrişu h. - Costeşti Iaşi hc. - Ruginoasa Hm. - Paşcani - Paşcani Triaj - Stolniceni h. - Muncel Hm. - Mogoşeşti hc. - Hălăuceşti hc. - Mirceşti - Săbăoani Hm. - Roman - Ram. Trifeşti - Săcueni Roman Hm. - Galbeni - Şerbeşti Bacău h. - Iteşti Hm. - Bacău,2
235,6100826, Covasna Hm. - Bucureşti Nord Gr.A, Covasna Hm. - Sfântu Gheorghe - Ozun Hm. - Chichiş h. - Prejmer Hm. - Ilieni h. - Hărman - Pav. CFR Braşov Triaj h. - Braşov - Dârste - Timişu de Jos h. - Timişu de Sus Hm. - Predeal - Azuga - Buşteni - Poiana Ţapului hc. - Sinaia - Sinaia Sud h. - Valea Largă Hm. - Posada h. - Comarnic - Breaza Nord h. - Nistoreşti h. - Breaza hc. - Câmpina - Bobolia h. - Floreşti Prahova - Buda - Ploieşti Vest - Brazi - Prahova h. - Crivina - Periş - Buftea - Chitila - Bucureşti Nord Gr.A,2
236,6100826, Târgu Mureş - Timişoara Nord, Târgu Mureş - Azomureş h. - G-ral N. Dăscălescu Hm. - Iernut - Luduş - Cheţani h. - Gligoreşti Hm. - Războieni - Unirea hc. - Unirea Hm. - Aiud Hm. - Teiuş - Coşlariu - Alba Iulia - Vinţu de Jos - Şibot - Aurel Vlaicu - Orăştie - Simeria - Deva - Ilia - Margina - Făget - Lugoj - Buziaş - Timişoara Nord,2
237,6100826, Iaşi - Ungheni Prut Hm., Iaşi - Nicolina - Socola - Remiza T Socola h. - Holboca Hm. - Cristeşti Jijia - Ungheni Prut Hm.,2
238,6100826, Orşova - Timişoara Nord, Orşova - Valea Cernei Hm. - Topleţ Hm. - Băile Herculane - Mehadia Nouă Hm. - Mehadia Hm. - Iablaniţa - Cruşovăţ - Cornea h. - Domaşnea Cornea Hm. - Luncaviţa h. - Poarta Hm. - Teregova Hm. - Armeniş - Slatina Timiş - Vălişoara Hm. - Petroşniţa h. - Valea Timişului Hm. - Balta Sărată - Caransebeş haltă h. - Caransebeş - Tibiscu h. - Zăgujeni Hm. - Căvăran - Sacu h. - Jena Hm. - Găvojdia - Tapia Hm. - Lugoj - Jabăr Hm. - Belinţ Hm. - Chizătău Hm. - Topolovăţ - Şuştra h. - Recaş - Izvin h. - Remetea Mare - Timişoara Est - Timişoara Nord,2
239,6100826, Stamora Moraviţa - Timişoara Nord, Stamora Moraviţa - Denta h. - Deta Hm. - Voiteni - Jebel - Pădureni Timiş  P.M. - Timişeni Hm. - Timişoara C.E.T. - Timişoara Sud - Timişoara Nord,2
240,6100826, Biharkeresztes - Cluj Napoca, Biharkeresztes - Episcopia Bihor - Oradea - Aleşd - Şuncuiuş Hm. - Bratca - Ciucea Hm. - Huedin - Aghireş - Cluj Napoca,2
241,6100826, Sibiu - Sălişte Hm., Sibiu - Sibiu h.(210) - Turnişor Hm. - Cristian Sibiu h. - Orlat - Sibiel h. - Săcelu Sibiului h. - Sălişte Hm.,2
242,6100826, Caransebeş - Reşiţa Sud Hm., Caransebeş - Reşiţa Nord - Reşiţa Sud Hm.,2
243,6100826, Ciulniţa - Slobozia Veche, Ciulniţa - Slobozia Sud Hm. - Slobozia Veche,2
244,6100826, Mangalia - Constanţa, Mangalia - Neptun - Neptun hc. - Costineşti Tabără hc. - Costineşti - Tuzla h. - Eforie Sud - Eforie Nord - Agigea Ecluză Hm. - Agigea Nord - Constanţa,2
245,6100826, Arad - Curtici, Arad - Şofronea - Curtici,2
246,6100826, Slobozia Veche - Bucureşti Nord Gr.A, Slobozia Veche - Perieţi h. - Fundata h. - Andrăşeşti Hm. - Ciochina hc. - Căzăneşti - Munteni Buzău h. - Sărăţeni Ialomiţa h. - Sărăţuica Hm. - Km. 74+600 h. - Malu h. - Brosteni Hm. - Alexeni h. - Urziceni - Bărbuleşti h. - Armăşeşti Hm. - Moldoveni h. - Dridu Hm. - Fierbinti - Greci h. - Moara Vlasiei Hm. - Căciulaţi Hm. - Balotesti Hm. - P.O. Aeroport h. - Odăile h. - Mogoşoaia - Chitila - Pajura Hm. (700) - Carpaţi h.(700) - Bucureşti Nord Gr.A,2
247,6100826, Băile Tuşnad Hm. - Miercurea Ciuc, Băile Tuşnad Hm. - Tuşnad Sat - Sânsimion Hm. - Sântimbru Ciuc h. - Sâncrăieni Hm. - Miercurea Ciuc,2
248,6100826, Iaşi - Mărăşeşti, Iaşi - Leţcani - Podu Iloaiei - Budăi hc. - Sârca Hm. - Târgu Frumos - Pietrişu h. - Costeşti Iaşi hc. - Ruginoasa Hm. - Paşcani - Paşcani Triaj - Stolniceni h. - Muncel Hm. - Mogoşeşti hc. - Hălăuceşti hc. - Mirceşti - Săbăoani Hm. - Roman - Ram. Trifeşti - Săcueni Roman Hm. - Galbeni - Şerbeşti Bacău h. - Iteşti Hm. - Bacău - Letea h. - Valea Seacă - Siretu Bacău h. - Faraoani Hm. - Răcăciuni h. - Orbeni Hm. - Sascut Hm. - Şişcani h. - Adjudu Vechi h. - Adjud - Domneşti Târg h. - Pufeşti Hm. - Călimăneşti Vrancea h. - Pădureni Putna Hm. - Mărăşeşti,2
249,6100826, Braşov - Bucureşti Nord Gr.A, Braşov - Dârste - Timişu de Jos h. - Timişu de Sus Hm. - Predeal - Azuga - Buşteni - Poiana Ţapului hc. - Sinaia - Sinaia Sud h. - Valea Largă Hm. - Posada h. - Comarnic - Breaza Nord h. - Nistoreşti h. - Breaza hc. - Câmpina - Bobolia h. - Floreşti Prahova - Buda - Ploieşti Vest - P. M. Ram. Ploieşti Tj. - Brazi - Prahova h. - Crivina - Scroviştea h. - Periş - Dârza h. - Buftea - P. mac. R1 Buciumeni - Chitila - Bucureşti Triaj hc. - Bucureşti Nord Gr.A,2
250,6100826, Cluj Napoca - Bistriţa Nord, Cluj Napoca - Apahida - Jucu Hm. - Răscruci h. - Bonţida Hm. - Iclod Hm. - Livada Someş h. - Gherla - Dej Călători - Dej Triaj - Reteag Hm. - Reteag h. - Ciceu Cristur h. - Coldău Hm. - Beclean pe Someş - Şintereag Hm. - Caila hc. - Sfântu h. - Măgheruş Şieu Hm. - Arcalia hc. - Sărăţel - Sărata h. - Viişoara h. - Bistriţa Fabrici h. - Bistriţa Nord,2
251,6100826, Valea Vişeului - Sighetu Marmaţiei, Valea Vişeului - Lunca la Tisa h. - Bocicoi  Hm. - Crăciuneşti h. - Tisa h. - Cămara Sighet Hm. - Sighetu Marmaţiei,2
252,6100826, Halmeu - Valea lui Mihai, Halmeu - Porumbeşti Hm. - Micula Hm. - Ram. Botiz h. - Satu Mare - Satu Mare Sud - Sătmărel h. - Gen. Gh. Avramescu Hm. - Moftin h. - Domăneşti h. - Carei - Marna h. - Sanislău Hm. - Resighea h. - Curtuiuşeni h. - Valea lui Mihai,2
253,6100826, Cluj Napoca - Huedin, Cluj Napoca - Baciu Triaj Hm. - Suceag h. - Rădaia h. - Mera Hm. - Nădăşel h. - Gârbău Hm. - Macău h. - Dorolţu h. - Aghireş - Aghireş h. - Stana Hm. - Jebuc h. - Huedin,2
254,6100826, Bucureşti Nord Gr.A - Urziceni, Bucureşti Nord Gr.A - Depoul Buc.Triaj h.(300) - Chitila - Mogoşoaia - Odăile h. - P.O. Aeroport h. - Balotesti Hm. - Căciulaţi Hm. - Moara Vlasiei Hm. - Greci h. - Fierbinti - Dridu Hm. - Moldoveni h. - Armăşeşti Hm. - Bărbuleşti h. - Urziceni,2
255,6100826, Lokoshaza - Timişoara Nord, Lokoshaza - Curtici - Arad - Timişoara Nord,2
256,6100826, Craiova - Petroşani, Craiova - Craiova Triaj hc. - Cernele - Işalniţa hc. - Işalniţa - Almăj h. - Coţofeni Hm. - Brădeşti h. - Răcari Hm. - Canton 282 h. - Filiaşi - Bungeţel h. - Ţânţăreni Hm. - Floreşti hc. - Gilort Hm. - Turburea Hm. - Bibeşti Hm. - Musculeşti - Bărbăteşti Hm. - Jupâneşti Hm. - Cărbuneşti - Pojogeni Hm. - Scoarţa h. - Copăcioasa Hm. - Budieni h. - Lunca Budieni Hm. - Târgu Jiu - Ecaterina Teodoroiu - Ezureni h. - Parângu Hm. - Bumbeşti Hm. - Valea Sadului Hm. - Meri - Lainici Hm. - Km. 105+600 h. - Pietrele Albe Hm. - Strâmbuţa Hm. - Livezeni - Lunca Jiului hc. - Petroşani,2
257,6100826, Cluj Napoca - Galaţi, Cluj Napoca - Gherla - Dej Călători - Beclean pe Someş - Salva - Năsăud - Ilva Mică - Poiana Ilvei - Măgura Ilvei Hm. - Lunca Ilvei - Vatra Dornei Băi hc. - Vatra Dornei - Iacobeni - Mestecăniş - Pojorâta Hm. - Câmpulung Mold. - Câmpulung Est Hm. - Vama - Frasin - Gura Humorului Oraş - Suceava - Vereşti - Dolhasca - Paşcani - Târgu Frumos - Iaşi - Nicolina - Buhăieşti - Vaslui - Crasna - Bârlad - Tecuci - Lieşti - Barboşi - Galaţi,2
258,6100826, Giurgiu - Videle, Giurgiu - Giurgiu Nord - Cetatea h. - Bălanoaia Hm. - Onceşti h. - Stăneşti Hm. - Chiriacu Hm. - Toporu - Răsuceni h. - Vlaşca Hm. - Târnavele Hm. - Răduleşti Hm. - Videle,2
259,6100826, Bucureşti Nord Gr.A - Beclean pe Someş, Bucureşti Nord Gr.A - Ploieşti Vest - Câmpina - Breaza hc. - Comarnic - Sinaia - Buşteni - Azuga - Predeal - Braşov - Sfântu Gheorghe - Băile Tuşnad Hm. - Sânsimion Hm. - Miercurea Ciuc - Siculeni - Izvoru Oltului - Izvoru Mureşului Hm. - Gheorgheni - Gălăuţaş Hm. - Topliţa - Deda - Sărăţel - Beclean pe Someş,2
260,6100826, Jimbolia - Timişoara Nord, Jimbolia - Clarii Vii h. - Cărpiniş - Beregsău hcv. - Săcălaz h. - Timişoara Nord,2
261,6100826, Galaţi - Bucureşti Nord Gr.A, Galaţi - Fileşti Hm. - Barboşi - Zagna Vădeni h. - Vădeni Hm. - Baldovineşti Hm. - Brăila - Lacu Sărat - Traian Sat Hm. - Urleasca Hm. - Plopu - Ianca hc. - Deduleşti Hm. - Găiseanca h. - Făurei - C.A.Rosetti Hm. - Cilibia Hm. - Buzău Sud - Buzău - Băile Sarata Monteoru hcv. - Ulmeni - Clondiru hc. - Săhăteni Hm. - Mizil - Inoteşti Hm. - Tomşani hc. - Cricov Hm. - Muru hc. - Valea Calugareasca Hm - Ploieşti Est - Ploieşti Sud - Brazi - Crivina - Periş - Buftea - Chitila - Bucureşti Nord Gr.A,2
262,6100826, Urziceni - Bucureşti Nord Gr.A, Urziceni - Bărbuleşti h. - Armăşeşti Hm. - Moldoveni h. - Dridu Hm. - Fierbinti - Greci h. - Moara Vlasiei Hm. - Căciulaţi Hm. - Balotesti Hm. - P.O. Aeroport h. - Odăile h. - Mogoşoaia - Chitila - Pajura Hm. (700) - Carpaţi h.(700) - Bucureşti Nord Gr.A,2
263,6100826, Constanţa - Mangalia, Constanţa - Agigea Nord - Agigea Ecluză Hm. - Eforie Nord - Eforie Sud - Tuzla h. - Costineşti - Costineşti Tabără hc. - Pescăruş h. - Neptun hc. - Neptun - Mangalia,2
264,6100826, Alexandria - Roşiori Nord, Alexandria - Alexandria Nord h. - Buzescu h. - Plosca Hm. - Peret hc. - Roşiori Hm. - Roşiori Nord,2
265,6100826, Constanţa - Mangalia, Constanţa - Agigea Nord - Agigea Ecluză Hm. - Eforie Nord - Eforie Sud - Tuzla h. - Costineşti - Costineşti Tabără hc. - Neptun hc. - Neptun - Mangalia,2
266,6100826, Paşcani - Suceava Nord, Paşcani - Lunca Siretului h. - Lespezi Hm. - Probota h. - Dolhasca - Corni h. - Liteni Hm. - Băneşti Suceava hc. - Vereşti - Văratec - Suceava - Suceava Nord,2
267,6100826, Simeria - Subcetate, Simeria - Simeria Triaj Gr D - Băcia h. - Băcia Hm. - Batiz h. - Călan Băi - Călan Hm. - Ruşi h. - Măceu h. - Bretea Streiului Hm. - Plopi h. - Covragiu h. - Subcetate,2
268,6100826, Bucureşti Nord Gr.A - Ruse, Bucureşti Nord Gr.A - Videle - Giurgiu Nord - Ruse,2
269,6100826, Timişoara Nord - Vrsac, Timişoara Nord - Timişoara Sud - Timişoara C.E.T. - Timişeni Hm. - Pădureni Timiş  P.M. - Jebel - Voiteni - Deta Hm. - Denta h. - Stamora Moraviţa - Vrsac,2
270,6100826, Satu Mare - Baia Mare, Satu Mare - Botiz Hm. - Odoreu h. - Medieşu Aurit Hm. - Apa Hm. - Seini - Săbişa h. - Ilba h. - Cicârlău h. - Buşag Hm. - Baia Mare,2
271,6100826, Târgovişte - Pietroşiţa Hm., Târgovişte - Romlux h. - TEIŞ Hm. - Aninoasa Hm. - Săteni h. - Doiceşti - Doiceşti h. - Vulcana Pandele Hm. - Scârlenţa h. - Trainica h. - Pucioasa Hm. - Moţăieni h. - Fieni - Ţepeş Vodă h. - Pietroşiţa Hm.,2
272,6100826, Videle - Roşiori Nord, Videle - Ciolpani Hm. - Gălăteni Hm. - Olteni - Vârtoapele hc. - Rădoieşti Hm. - Atârnaţi Hm. - Roşiori Nord,2
273,6100826, Galaţi - Iaşi, Galaţi - Barboşi - Lieşti - Tecuci - Bârlad - Crasna - Vaslui - Buhăieşti - Scânteia Hm. - Bârnova Hm. - Nicolina - Iaşi,2
274,6100826, Paşcani - Târgu Neamţ, Paşcani - Topile h. - Cristeşti Paşcani hc. - Timişeşti Hm. - Plăieşu h. - Sfântu Mina h. - Târgu Neamţ,2
275,6100826, Caransebeş - Reşiţa Sud Hm., Caransebeş - Valea Păltinişului h. - Cornuţel Banat Hm. - Valeadeni h. - Brebu - Ezeriş h. - Bănila Câlnic h. - Reşiţa Nord - Reşiţa Sud Hm.,2
276,6100826, Miercurea Ciuc - Târgu Mureş, Miercurea Ciuc - Siculeni - Racu h. - Mădăraş Ciuc Hm. - Dăneşti h. - Cârţani h. - Tomeşti h. - Izvoru Oltului - Sândominic h. - Izvoru Mureşului Hm. - Voşlăbeni Hm. - Şugău h. - Valea Strâmbă h. - Gheorgheni - Lăzarea Hm. - Ditrău - Subcetate Mureş Hm. - Sărmaş Runc h. - Gălăuţaş Hm. - Topliţa - Ciobotani h. - Stânceni Hm. - Stânceni h. - Stânceni Neagra h. - Lunca Bradului Hm. - Andreneasa h. - Răstoliţa Hm. - Borzia h. - Deda Bistra Hm. - Deda - Ruşii Munţi h. - Aluniş Mureş Hm. - Halta Aluniş h. - Brâncoveneşti h. - Ideciu de Jos h. - Reghin - Petelea h. - Periş Mureş h. - Gorneşti Mureş h. - Dumbrăvioara Hm. - Târgu Mureş Nord Hm. - Târgu Mureş,2
277,6100826, Suceava - Câmpulung Mold., Suceava - Suceava Vest - Stroieşti - Ciprian Porumbescu Hm. - Lucăceşti Hm. - Berchişeşti Hm. - Gura Humorului Hm. - Gura Humorului Oraş - Frasin - Molid Hm. - Vama - Prisaca Dornei Hm. - Câmpulung Est Hm. - Câmpulung Mold.,2
278,6100826, Slobozia Veche - Ţăndărei, Slobozia Veche - Slobozia Nouă - Bucu Hm. - Ograda h. - Ţăndărei,2
279,6100826, Medgidia - Tulcea Oraş, Medgidia - Nicolae Bălcescu - Ram. M.K.P. Aj. M. - Târguşor Dobrogea Hm. - Cogealac - Mihai Viteazu Hm. - Baia Dobrogea - Ceamurlia de Jos h. - Babadag - Zebil h. - Mihail Kogălniceanu h. - Cataloi Hm. - Tulcea Mărfuri - Tulcea Oraş,2
280,6100826, Dej Călători - Cluj Napoca, Dej Călători - Nima h. - Gherla - Livada Someş h. - Iclod Hm. - Fundătura h. - Bonţida Hm. - Răscruci h. - Jucu Hm. - Apahida h. - Apahida - Dezmir h. - Cluj Napoca Est - Clujana h. - Cluj Napoca,2
281,6100826, Reşiţa Sud Hm. - Caransebeş, Reşiţa Sud Hm. - Reşiţa Nord - Bănila Câlnic h. - Ezeriş h. - Brebu - Valeadeni h. - Cornuţel Banat Hm. - Valea Păltinişului h. - Caransebeş,2
282,6100826, Radna - Remetea Mică, Radna - Neudorf h. - Zăbrani Hm. - Aliuş hcv. - Gomila h. - Şarlota h. - Remetea Mică,2
283,6100826, Bucureşti Nord Gr.A - Iaşi, Bucureşti Nord Gr.A - Ploieşti Sud - Mizil - Buzău - Râmnicu Sărat - Focşani - Tecuci - Bârlad - Crasna - Vaslui - Buhăieşti - Bârnova Hm. - Nicolina - Iaşi,2
284,6100826, Bucureşti Nord Gr.A - Timişoara Nord, Bucureşti Nord Gr.A - Videle - Roşiori Nord - Caracal - Craiova - Filiaşi - Strehaia hc. - Balota - Drobeta Tr. Severin - Orşova - Băile Herculane - Caransebeş - Lugoj - Topolovăţ - Timişoara Nord,2
285,6100826, Bucureşti Nord Gr.A - Piteşti, Bucureşti Nord Gr.A - Titu - Găeşti - Goleşti - Piteşti,2
286,6100826, Galaţi - Cluj Napoca, Galaţi - Barboşi - Lieşti - Tecuci - Tutova - Bârlad - Crasna - Vaslui - Buhăieşti - Bârnova Hm. - Nicolina - Iaşi - Târgu Frumos - Paşcani - Dolhasca - Vereşti - Suceava - Gura Humorului Oraş - Frasin - Vama - Câmpulung Est Hm. - Câmpulung Mold. - Pojorâta Hm. - Mestecăniş - Vatra Dornei - Vatra Dornei Băi hc. - Floreni - Lunca Ilvei - Măgura Ilvei Hm. - Ilva Mică - Năsăud - Salva - Beclean pe Someş - Dej Triaj - Dej Călători - Gherla - Cluj Napoca,2
287,6100826, Turceni - Târgu Jiu, Turceni - Gârbovu h. - Sărdăneşti h. - Plopşoru - Peşteana Jiu h. - Bâlteni h. - Vlăduleni Gorj h. - Roşia Jiu h. - Rovinari Sud h. - Rovinari Hm. - Km. 49+800 h. - Rogojelu - Vârţ h. - Cârbeşti Hm. - Drăguţeşti h. - Amaradia - Târgu Jiu,2
288,6100826, Bucureşti Nord Gr.B - Craiova, Bucureşti Nord Gr.B - Bucureşti Basarab h. - Bucureştii Noi - Chiajna - Domneştii de Sus h. - Gradinari - Vadu Lat Hm. - Angheleşti h. - Zăvestreni Hm. - Videle - Ciolpani Hm. - Gălăteni Hm. - Olteni - Vârtoapele hc. - Rădoieşti Hm. - Atârnaţi Hm. - Roşiori Nord - Mihăeşti Hm. - Radomireşti Hm. - Dăneasa h. - Drăgăneşti Olt - Stoeneşti h. - Fărcaşele Hm. - Caracal - Cezieni h. - Grozăveşti Hm. - Radomiru hc. - Jianca - Ţărţăl h. - Leu Hm. - Pasaju Coşoveni hc. - Malu Mare Hm. - Viaductu Cârcea h. - Banu Mărăcine Hm. - Bordei hc.(900) - Craiova,2
289,6100826, Mangalia - Constanţa, Mangalia - Neptun - Neptun hc. - Costineşti Tabără hc. - Costineşti - Tuzla h. - Eforie Sud - Eforie Nord - Constanţa,2
290,6100826, Craiova - Băileşti, Craiova - Bordei hc.(913) - Jiu Hm. - Podari - Sălcuţa Hm. - Dealul Robului h. - Segarcea Nord hc. - Segarcea - Cerăt h. - Portăreşti Hm. - Urzica Mare h. - Afumaţi h. - Siliştea Crucii h. - Boureni P.M. - Băileşti,2
291,6100826, Paşcani - Iaşi, Paşcani - Târgu Frumos - Iaşi,2
292,6100826, Piatra Olt - Craiova, Piatra Olt - Brăneţ h. - Canton 217 h. - Balş - Spineni h. - Robăneşti Hm. - Toporaş h. - Pieleşti Hm. - Cârcea h. - Plaiu Vulcăneşti Hm. - Bordei hc.(901) - Craiova,2
293,6100826, Iaşi - Vaslui, Iaşi - Nicolina - Ciurea Hm. - Picioru Lupului h. - Bârnova Hm. - Grajduri - Scânteia Hm. - Rebricea Hm. - Rateşu Cuzei h. - Buhăieşti - Bârzeşti h. - Brăhăşoaia h. - Bălteni Hm. - Vaslui,2
294,6100826, Lugoj - Timişoara Nord, Lugoj - Boldur h. - Sinia Hm. - Căpăt h. - Buziaş - Bacova h. - Chevereş h. - Sacoşu Mic - Uliuc h. - Urseni h. - Semenic Hm. - Giroc h. - Timişoara Sud - Timişoara Nord,2
295,6100826, Bucureşti Nord Gr.A - Videle, Bucureşti Nord Gr.A - Videle,2
