route_id,agency_id,route_short_name,route_long_name,route_type
608,6100826, Rovinari Hm. - Târgu Jiu, Rovinari Hm. - Km. 49+800 h. - Rogojelu - Vârţ h. - Cârbeşti Hm. - Drăguţeşti h. - Amaradia - Târgu Jiu,2
609,6100826, Roşiori Nord - Bucureşti Nord Gr.B, Roşiori Nord - Atârnaţi Hm. - Rădoieşti Hm. - Vârtoapele hc. - Olteni - Gălăteni Hm. - Ciolpani Hm. - Videle - Zăvestreni Hm. - Angheleşti h. - Vadu Lat Hm. - Zorile h. - Gradinari - Domneştii de Sus h. - Chiajna - Bucureştii Noi - Carpaţi h.(900) - Bucureşti Basarab h. - Bucureşti Nord Gr.B,2
610,6100826, Iaşi - Timişoara Nord, Iaşi - Târgu Frumos - Paşcani - Dolhasca - Vereşti - Suceava - Gura Humorului Oraş - Frasin - Vama - Câmpulung Est Hm. - Câmpulung Mold. - Pojorâta Hm. - Mestecăniş - Iacobeni - Vatra Dornei - Vatra Dornei Băi hc. - Lunca Ilvei - Măgura Ilvei Hm. - Ilva Mică - Năsăud - Salva - Beclean pe Someş - Dej Călători - Gherla - Cluj Napoca - Câmpia Turzii - Războieni - Unirea hc. - Aiud Hm. - Teiuş - Alba Iulia - Vinţu de Jos - Şibot - Aurel Vlaicu - Orăştie - Simeria - Deva - Ilia - Holdea Hm. - Margina - Făget - Mănăştur Hm. - Lugoj - Timişoara Nord,2
611,6100826, Teiuş - Târgu Mureş, Teiuş - Aiud Hm. - Mirăslău h. - Decea h. - Unirea Hm. - Unirea hc. - Războieni - Lunca Mureşului h. - Gura Arieşului h. - Gligoreşti Hm. - Cheţani h. - Luduş - Bogata Mureş h. - Cuci h. - Iernut - Cipău h. - Ogra h. - Sânpaul Hm. - Chirileu h. - Vidrasău h. - G-ral N. Dăscălescu Hm. - Târgu Mureş Sud - Azomureş h. - Târgu Mureş,2
612,6100826, Constanţa - Buzău, Constanţa - Palas - Valul lui Traian - Murfatlar h. - Basarabi - Poarta Albă h. - Dorobanţu - Castelu h. - Medgidia - Mircea Vodă Hm. - Saligny - Cernavodă Pod - Dunărea Hm. - Ovidiu - Ramificaţia Borcea - Feteşti - Movila Hm. - Platoneşti h. - Ţăndărei - Murgeanca Hm. - Spicu - Dudeşti Hm. - Scărlăteşti hc. - Cireşu Hm. - Făurei - C.A.Rosetti Hm. - Movila Oii h. - Cilibia Hm. - Bentu h. - Tăbărăşti Sud h. - Tăbărăşti h. - Buzău,2
613,6100826, Craiova - Târgu Jiu, Craiova - Craiova Triaj hc. - Cernele - Işalniţa hc. - Işalniţa - Almăj h. - Coţofeni Hm. - Brădeşti h. - Răcari Hm. - Filiaşi - Ioneşti Gorj h. - Km. 9+820 h. - Termo Turceni h. - Turceni - Gârbovu h. - Sărdăneşti h. - Plopşoru - Peşteana Jiu h. - Bâlteni h. - Vlăduleni Gorj h. - Roşia Jiu h. - Rovinari Sud h. - Rovinari Hm. - Km. 49+800 h. - Rogojelu - Vârţ h. - Cârbeşti Hm. - Drăguţeşti h. - Amaradia - Târgu Jiu,2
614,6100826, Bucureşti Nord Gr.B - Roşiori Nord, Bucureşti Nord Gr.B - Bucureşti Basarab h. - Bucureştii Noi - Chiajna - Domneştii de Sus h. - Gradinari - Vadu Lat Hm. - Angheleşti h. - Zăvestreni Hm. - Videle - Ciolpani Hm. - Gălăteni Hm. - Olteni - Vârtoapele hc. - Rădoieşti Hm. - Atârnaţi Hm. - Roşiori Nord,2
615,6100826, Oneşti - Mărăşeşti, Oneşti - Borzeşti Bacău h. - Borzeşti Bacău - Căiuţi Hm. - Bâlca hc. - Cornăţel Moldova h. - Urecheşti Hm. - Adjud - Domneşti Târg h. - Pufeşti Hm. - Călimăneşti Vrancea h. - Pădureni Putna Hm. - Mărăşeşti,2
616,6100826, Sighişoara - Braşov, Sighişoara - Albeşti Târnava Hm. - Vânători - Saschiz h. - Mureni Hm. - Archita h - Beia Hm. - Paloş Ardeal h. - Caţa Hm. - Rupea - Mateiaş h. - Racoş Hm. - Augustin Hm. - Ormeniş h. - Apaţa - Măieruş h. - Vadu Roşu h. - Rotbav h. - Feldioara Hm. - Bod Hm. - Stupini Hm. - Braşov,2
617,6100826, Bucureşti Nord Gr.A - Târgu Jiu, Bucureşti Nord Gr.A - Chiajna - Gradinari - Videle - Gălăteni Hm. - Olteni - Vârtoapele hc. - Roşiori Nord - Mihăeşti Hm. - Radomireşti Hm. - Drăgăneşti Olt - Stoeneşti h. - Caracal - Pasaju Coşoveni hc. - Bordei hc.(900) - Craiova - Craiova Triaj hc. - Filiaşi - Turceni - Rovinari Hm. - Târgu Jiu,2
618,6100826, Miercurea Ciuc - Băile Tuşnad Hm., Miercurea Ciuc - Sâncrăieni Hm. - Sântimbru Ciuc h. - Sânsimion Hm. - Vrabia h. - Tuşnad Sat - Băile Tuşnad Hm.,2
619,6100826, Călăraşi Sud - Ciulniţa, Călăraşi Sud - Km. 25+700 h. - Călăraşi Nord Hm. - Ştefan Vodă h. - Ciulniţa,2
620,6100826, Bucureşti Nord Gr.A - Târgovişte, Bucureşti Nord Gr.A - Carpaţi h.(700) - Pajura Hm. (700) - Chitila - Sabareni - Ciocanesti Hm. - Bâldana h. - Ghergani Hm. - Conţeşti h. - Boteni h. - Titu - Dâmbovicioara h. - Podu Rizii h. - Băneşti h. - Movila Dâmboviţa h. - Nucet - Cazaci h. - Văcăreşti h. - Târgovişte,2
621,6100826, Calafat - Craiova, Calafat - Golenţi Hm. - Maglavit h. - Moţăţei Hm. - Băileşti - Boureni P.M. - Siliştea Crucii h. - Afumaţi h. - Urzica Mare h. - Portăreşti Hm. - Cerăt h. - Segarcea - Segarcea Nord hc. - Dealul Robului h. - Sălcuţa Hm. - Podari - Jiu Hm. - Bordei hc.(913) - Craiova,2
622,6100826, Arad - Constanţa, Arad - Radna - Săvârşin - Ilia - Deva - Simeria - Călan Hm. - Subcetate - Petroşani - Valea Sadului Hm. - Târgu Jiu - Cărbuneşti - Filiaşi - Craiova - Caracal - Drăgăneşti Olt - Roşiori Nord - Videle - Bucureşti Nord Gr.A - Ciulniţa - Feteşti - Cernavodă Pod - Medgidia - Constanţa,2
623,6100826, Bacău - Adjud, Bacău - Letea h. - Valea Seacă - Siretu Bacău h. - Faraoani Hm. - Răcăciuni h. - Orbeni Hm. - Sascut Hm. - Şişcani h. - Adjudu Vechi h. - Adjud,2
624,6100826, Lotru - Râmnicu Vâlcea, Lotru - Cozia Hm. - Mânăstirea Turnu h. - Păuşa h. - Călimăneşti - Dăeşti Hm. - Bujoreni Vâlcea Hm. - Râmnicu Vâlcea Nord h. - Râmnicu Vâlcea,2
625,6100826, Ilva Mică - Dej Călători, Ilva Mică - Podereia Feldrului h. - Feldru Hm. - Nepos h. - Rebrişoara Hm. - Năsăud - Năsăud h. - Salva - Mititei h. - Nimigea Hm. - Nimigea h. - Mogoşeni Hm. - Cociu h. - Beclean pe Someş - Coldău Hm. - Ciceu Cristur h. - Reteag h. - Reteag Hm. - Ciceu Mihăeşti h. - Dej Triaj - Dej Călători,2
626,6100826, Miercurea Ciuc - Izvoru Mureşului Hm., Miercurea Ciuc - Siculeni - Racu h. - Mădăraş Ciuc Hm. - Dăneşti h. - Cârţani h. - Tomeşti h. - Izvoru Oltului - Sândominic h. - Izvoru Mureşului Hm.,2
627,6100826, Slobozia Veche - Feteşti, Slobozia Veche - Slobozia Nouă - Bucu Hm. - Ograda h. - Ţăndărei - Platoneşti h. - Movila Hm. - Feteşti,2
628,6100826, Petroşani - Caracal, Petroşani - Lunca Jiului hc. - Lainici Hm. - Valea Sadului Hm. - Târgu Jiu - Cărbuneşti - Bibeşti Hm. - Turburea Hm. - Gilort Hm. - Filiaşi - Craiova - Caracal,2
629,6100826, Filiaşi - Târgu Jiu, Filiaşi - Ioneşti Gorj h. - Km. 9+820 h. - Termo Turceni h. - Turceni - Gârbovu h. - Sărdăneşti h. - Plopşoru - Peşteana Jiu h. - Bâlteni h. - Vlăduleni Gorj h. - Roşia Jiu h. - Rovinari Sud h. - Rovinari Hm. - Km. 49+800 h. - Rogojelu - Vârţ h. - Cârbeşti Hm. - Drăguţeşti h. - Amaradia - Târgu Jiu,2
630,6100826, Călăraşi Sud - Constanţa, Călăraşi Sud - Călăraşi Nord Hm. - Ştefan Vodă h. - Ciulniţa - Ogoarele h. - Perişoru Hm. - Recolta hc. - Jegălia - Ştefan cel Mare h. - Bărăganu Hm. - Feteşti - Ramificaţia Borcea - Ovidiu - Dunărea Hm. - Cernavodă Pod - Saligny - Mircea Vodă Hm. - Medgidia - Castelu h. - Dorobanţu - Poarta Albă h. - Basarabi - Murfatlar h. - Valul lui Traian - Palas - Constanţa,2
631,6100826, Feteşti - Bucureşti Obor, Feteşti - Bărăganu Hm. - Ştefan cel Mare h. - Jegălia - Recolta hc. - Perişoru Hm. - Ogoarele h. - Ciulniţa - Ivăneşti h. - Dragoş Vodă Hm. - Bogdana h. - Dâlga h. - Dor Mărunt Hm. - Dor Mărunt Sat h. - Lehliu - Preasna h. - Săruleşti - Mostiştea h. - Fundulea Hm. - Islaz h. - Brăneşti Hm. - Brăneşti Sat h. - Pasarea - Pantelimon - Pantelimon Sud hc. - Bucureşti Obor,2
632,6100826, Petroşani - Deva, Petroşani - Dep Petroşani h. - Peştera Bolii h. - Băniţa - Merişor Hm. - Crivadia Hm. - Baru Mare h. - Baru Mare - Livadia h. - Ponor h. - Pui - Ruşor h. - Băeşti Hm. - Ohaba de sub Piatră h. - Ciopea h. - Subcetate - Covragiu h. - Plopi h. - Bretea Streiului Hm. - Măceu h. - Ruşi h. - Călan Hm. - Călan Băi - Batiz h. - Băcia Hm. - Băcia h. - Simeria Triaj Gr D - Simeria - Săulesti h. - Deva,2
633,6100826, Timişoara Nord - Bucureşti Nord Gr.A, Timişoara Nord - Lugoj - Caransebeş - Băile Herculane - Orşova - Drobeta Tr. Severin - Balota - Strehaia hc. - Filiaşi - Craiova - Caracal - Drăgăneşti Olt - Roşiori Nord - Videle - Gradinari - Bucureşti Nord Gr.A,2
634,6100826, Cristur Hm. - Odorhei, Cristur Hm. - Beteşti h. - Beteşti Est h. - Porumbenii Mici h. - Porumbenii Mari h. - Lutiţa h. - Dobeni h. - Feliceni h. - Odorhei Sud hc. - Odorhei,2
635,6100826, Craiova - Târgu Jiu, Craiova - Craiova Triaj hc. - Cernele - Işalniţa hc. - Işalniţa - Almăj h. - Coţofeni Hm. - Brădeşti h. - Răcari Hm. - Canton 282 h. - Filiaşi - Bungeţel h. - Ţânţăreni Hm. - Floreşti hc. - Gilort Hm. - Turburea Hm. - Bibeşti Hm. - Musculeşti - Bărbăteşti Hm. - Jupâneşti Hm. - Cărbuneşti - Pojogeni Hm. - Scoarţa h. - Copăcioasa Hm. - Budieni h. - Lunca Budieni Hm. - Târgu Jiu,2
636,6100826, Piatra Olt - Roşiori Nord, Piatra Olt - Şopârliţa hc. - Vlăduleni - Fălcoiu h. - Romula Hm. - Caracal - Fărcaşele Hm. - Stoeneşti h. - Drăgăneşti Olt - Dăneasa h. - Radomireşti Hm. - Mihăeşti Hm. - Măldăeni Hm. - Roşiori Nord,2
637,6100826, Odorhei - Cristur Hm., Odorhei - Odorhei Sud hc. - Feliceni h. - Dobeni h. - Lutiţa h. - Porumbenii Mari h. - Porumbenii Mici h. - Beteşti Est h. - Beteşti h. - Cristur Hm.,2
638,6100826, Feteşti - Slobozia Veche, Feteşti - Movila Hm. - Platoneşti h. - Ţăndărei - Ograda h. - Bucu Hm. - Slobozia Nouă - Slobozia Veche,2
639,6100826, Suceava - Ilva Mică, Suceava - Suceava Vest - Stroieşti - Ciprian Porumbescu Hm. - Lucăceşti Hm. - Berchişeşti Hm. - Gura Humorului Hm. - Gura Humorului Oraş - Frasin - Molid Hm. - Vama - Prisaca Dornei Hm. - Câmpulung Est Hm. - Câmpulung Mold. - Sadova Hm. - Pojorâta Hm. - Valea Putnei P.M. - Mestecăniş - Iacobeni - Argestru Hm. - Vatra Dornei - Vatra Dornei Băi hc. - Roşu Hm. - Dorna Candrenilor h. - Floreni - Coşna Hm. - Grădiniţa - Larion Hm. - Silhoasa Hm. - Lunca Ilvei - Ilva Mare Hm. - Măgura Ilvei Hm. - Poiana Ilvei - Leşu Ilvei Hm. - Strâmba h. - Ilva Mică,2
640,6100826, Bucureşti Nord Gr.A - Ploieşti Sud, Bucureşti Nord Gr.A - Chitila - Buftea - Crivina - Prahova h. - Ploieşti Sud,2
641,6100826, Bucureşti Nord Gr.A - Suceava Nord, Bucureşti Nord Gr.A - Ploieşti Sud - Mizil - Buzău - Râmnicu Sărat - Focşani - Mărăşeşti - Adjud - Bacău - Roman - Paşcani - Dolhasca - Vereşti - Suceava - Suceava Nord,2
642,6100826, Bucureşti Nord Gr.A - Sibiu, Bucureşti Nord Gr.A - Ploieşti Vest - Câmpina - Sinaia - Buşteni - Azuga - Predeal - Braşov - Bartolomeu - Ghimbav Hm. - Codlea Hm. - Dumbrăviţa Bârsei Hm. - Vlădeni Ardeal - Brădet Hm. - Şercaia Hm. - Făgăraş - Voila Hm. - Olteţ h. - Ucea - Arpaş Hm. - Cârţa h. - Sărata Colun h. - Porumbacu Hm. - Avrig Hm. - Mârşa h. - Racoviţa h. - Sebeş Olt h. - Podu Olt - Tălmaciu Hm. - Veştem h. - Mohu h. - Sibiu,2
643,6100826, Vişeu de Jos - Sighetu Marmaţiei, Vişeu de Jos - Bocicoel h. - Leordina h. - Leordina - Petrova hc. - Vişeu Bistra h. - Valea Vişeului - Lunca la Tisa h. - Bocicoi  Hm. - Crăciuneşti h. - Tisa h. - Cămara Sighet Hm. - Sighetu Marmaţiei,2
644,6100826, Râmnicu Vâlcea - Sibiu, Râmnicu Vâlcea - Râmnicu Vâlcea Nord h. - Bujoreni Vâlcea Hm. - Dăeşti Hm. - Călimăneşti - Păuşa h. - Mânăstirea Turnu h. - Cozia Hm. - Lotru - Beţel h. - Cornet Hm. - Balota h. - Robeşti h. - Câineni - Râu Vadului h. - Valea Fratelui h. - Valea Mărului Hm. - Turnu Roşu hc. - Podu Olt - Tălmaciu Hm. - Veştem h. - Mohu h. - Sibiu Gr.Şelimbăr Hm. - Sibiu Triaj h. - Atelier Zona h. - Sibiu,2
645,6100826, Constanţa - Buzău, Constanţa - Palas - Valul lui Traian - Murfatlar h. - Basarabi - Poarta Albă h. - Dorobanţu - Castelu h. - Medgidia - Mircea Vodă Hm. - Saligny - Cernavodă Pod - Dunărea Hm. - Ovidiu - Ramificaţia Borcea - Feteşti - Movila Hm. - Platoneşti h. - Ţăndărei - Murgeanca Hm. - Spicu - Dudeşti Hm. - Scărlăteşti hc. - Cireşu Hm. - Făurei - CTF Făurei h. - Vizireni h. - C.A.Rosetti Hm. - Movila Oii h. - Cilibia Hm. - Bentu h. - Tăbărăşti Sud h. - Tăbărăşti h. - Buzău Sud - Buzău,2
646,6100826, Târgovişte - Bucureşti Nord Gr.A, Târgovişte - Văcăreşti h. - Cazaci h. - Nucet - Movila Dâmboviţa h. - Băneşti h. - Podu Rizii h. - Dâmbovicioara h. - Titu - Boteni h. - Conţeşti h. - Ghergani Hm. - Bâldana h. - Ciocanesti Hm. - Sabareni - Chitila - Bucureşti Triaj hc. - Bucureşti Nord Gr.A,2
647,6100826, Constanţa - Mangalia, Constanţa - Agigea Ecluză Hm. - Eforie Nord - Eforie Sud - Tuzla h. - Costineşti - Costineşti Tabără hc. - Neptun hc. - Neptun - Mangalia,2
648,6100826, Bucureşti Nord Gr.A - Braşov, Bucureşti Nord Gr.A - Depoul Buc.Triaj h.(300) - Chitila - P. mac. R1 Buciumeni - Buftea - Dârza h. - Periş - Scroviştea h. - Crivina - Prahova h. - Brazi - P. M. Ram. Ploieşti Tj. - Ploieşti Vest - Buda - Floreşti Prahova - Bobolia h. - Câmpina - Breaza hc. - Nistoreşti h. - Breaza Nord h. - Comarnic - Posada h. - Valea Largă Hm. - Sinaia Sud h. - Sinaia - Poiana Ţapului hc. - Buşteni - Azuga - Predeal - Timişu de Sus Hm. - Timişu de Jos h. - Dârste - Braşov,2
649,6100826, Târgu Mureş - Deda, Târgu Mureş - Reghin - Aluniş Mureş Hm. - Deda,2
650,6100826, Satu Mare - Bucureşti Nord Gr.A, Satu Mare - Carei - Valea lui Mihai - Săcuieni Bihor - Diosig Hm. - Oradea - Aleşd - Bratca - Piatra Craiului Hm. - Ciucea Hm. - Huedin - Aghireş - Cluj Napoca - Câmpia Turzii - Războieni - Aiud Hm. - Teiuş - Blaj - Copşa Mică - Mediaş - Dumbrăveni - Sighişoara - Rupea - Braşov - Predeal - Azuga - Buşteni - Sinaia - Câmpina - Ploieşti Vest - Bucureşti Nord Gr.A,2
651,6100826, Adjud - Ghimeş, Adjud - Urecheşti Hm. - Cornăţel Moldova h. - Bâlca hc. - Căiuţi Hm. - Borzeşti Bacău - Borzeşti Bacău h. - Oneşti - Trotuş h. - Viişoara h - Târgu Ocna Hm. - Saline hc. - Cireşoaia h. - Dofteana Bacău - Valea Uzului Haltă h. - Valea Uzului Hm. - Comăneşti - Asău Hm. - Caraliţa h. - Goioasa Hm. - Simbrea Hm. - Brusturoasa hc. - Palanca Hm. - Ghimeş,2
652,6100826, Târgu Jiu - Caracal, Târgu Jiu - Cărbuneşti - Bibeşti Hm. - Turburea Hm. - Gilort Hm. - Filiaşi - Craiova - Caracal,2
653,6100826, Piatra Olt - Bucureşti Nord Gr.B, Piatra Olt - Criva h. - Slatina - Recea Hm. - Bâlteni Olt Hm. - Potcoava - Sineşti Hm. - Corbu - Hârseşti Hm. - Stolnici Hm. - Fâlfani Hm. - Costeşti - Suseni h. - Pârvu h. - Bradu de Sus - Km. 109+000 h. - Piteşti - Ram. Goleşti - Goleşti - Călineşti Hm. - Leordeni Argeş - Pătroaia Hm. - Găeşti - Găeşti Sud h. - Cojocaru h. - Mătăsaru Hm. - Fusea Hm. - Titu - Boteni h. - Conţeşti h. - Ghergani Hm. - Bâldana h. - Ciocanesti Hm. - Sabareni - Chitila - Depoul Buc.Triaj h. (IIIK) - Pajura Hm. (IIIK) - Carpaţi h. (IIIK) - Bucureşti Basarab h. - Bucureşti Nord Gr.B,2
654,6100826, Ucea - Sibiu, Ucea - Arpaş Hm. - Cârţa h. - Scoreiu h. - Sărata Colun h. - Porumbacu Hm. - Avrig Hm. - Mârşa h. - Racoviţa h. - Sebeş Olt h. - Podu Olt - Tălmaciu Hm. - Veştem h. - Mohu h. - Sibiu Gr.Şelimbăr Hm. - Sibiu Triaj h. - Atelier Zona h. - Sibiu,2
655,6100826, Deva - Craiova, Deva - Simeria - Călan Hm. - Subcetate - Petroşani - Livezeni - Valea Sadului Hm. - Parângu Hm. - Târgu Jiu - Rovinari Hm. - Turceni - Filiaşi - Craiova,2
656,6100826, Teiuş - Sibiu, Teiuş - Coşlariu - Sântimbru h. - Sântimbru  Hm. - Bărăbanţ Hm. - Alba Iulia - Vinţu de Jos - Sebeş Glod h. - Sebeş Alba - Rahău h. - Cut h. - Cunţa Hm. - Băile Miercurea h. - Miercurea Sibiu Hm. - Apoldu de Jos h. - Apoldu de Sus Hm. - Tilişca h. - Aciliu h. - Sălişte Hm. - Săcelu Sibiului h. - Sibiel h. - Orlat - Cristian Sibiu h. - Turnişor Hm. - Sibiu h.(210) - Sibiu,2
657,6100826, Lokoshaza - Bucureşti Nord Gr.A, Lokoshaza - Curtici - Arad - Deva - Simeria - Aurel Vlaicu - Şibot - Vinţu de Jos - Sibiu - Făgăraş - Braşov - Predeal - Sinaia - Ploieşti Vest - Bucureşti Nord Gr.A,2
658,6100826, Timişoara Nord - Beclean pe Someş, Timişoara Nord - Aradu Nou - Radna - Săvârşin - Ilia - Deva - Simeria - Orăştie - Şibot - Vinţu de Jos - Alba Iulia - Bărăbanţ Hm. - Teiuş - Aiud Hm. - Războieni - Câmpia Turzii - Cluj Napoca - Apahida - Gherla - Dej Călători - Dej Triaj - Beclean pe Someş,2
659,6100826, Braşov - Miercurea Ciuc, Braşov - Pav. CFR Braşov Triaj h. - Hărman - Ilieni h. - Prejmer Hm. - Chichiş h. - Ozun Hm. - Sfântu Gheorghe - Arcuş h. - Bodoc Hm. - Malnaş h. - Malnaş Băi - Bicsadu Oltului Hm. - Băile Tuşnad Hm. - Tuşnad Sat - Vrabia h. - Sânsimion Hm. - Sântimbru Ciuc h. - Sâncrăieni Hm. - Miercurea Ciuc,2
660,6100826, Piatra Olt - Caracal, Piatra Olt - Şopârliţa hc. - Vlăduleni - Fălcoiu h. - Romula Hm. - Caracal,2
661,6100826, Deda - Târgu Mureş, Deda - Reghin - Târgu Mureş,2
662,6100826, Craiova - Mangalia, Craiova - Caracal - Drăgăneşti Olt - Radomireşti Hm. - Roşiori Nord - Olteni - Gălăteni Hm. - Videle - Gradinari - Bucureşti Nord Gr.A - Feteşti - Constanţa - Eforie Nord - Eforie Sud - Costineşti - Costineşti Tabără hc. - Neptun hc. - Mangalia,2
663,6100826, Mediaş - Teiuş, Mediaş - Târnava h. - Copşa Mică - Micăsasa Hm. - Lunca h. - Valea Lungă - Glogoveţ h. - Mănărade h. - Câmpu Libertăţii Hm. - Blaj - Crăciunel Hm. - Cistei h. - Mihalţ h. - Teiuş,2
664,6100826, Ucea - Braşov, Ucea - Viştea h. - Olteţ h. - Voila Hm. - Dridif h. - Beclean pe Olt h. - Făgăraş - Mândra Oltului h. - Şercaia h. - Şercaia Hm. - Perşani h. - Brădet Hm. - Valea Homorod h. - Vlădeni Ardeal - Dumbrăviţa Bârsei Hm. - Codlea Hm. - Ghimbav Hm. - Bartolomeu - Braşov,2
665,6100826, Constanţa - Galaţi, Constanţa - Medgidia - Cernavodă Pod - Feteşti - Movila Hm. - Ţăndărei - Ianca hc. - Brăila - Barboşi - Galaţi,2
666,6100826, Ţăndărei - Feteşti, Ţăndărei - Platoneşti h. - Movila Hm. - Feteşti,2
667,6100826, Bacău - Suceava Nord, Bacău - Iteşti Hm. - Şerbeşti Bacău h. - Galbeni - Săcueni Roman Hm. - Ram. Trifeşti - Roman - Săbăoani Hm. - Mirceşti - Hălăuceşti hc. - Mogoşeşti hc. - Muncel Hm. - Stolniceni h. - Paşcani Triaj - Paşcani - Lunca Siretului h. - Lespezi Hm. - Probota h. - Dolhasca - Corni h. - Liteni Hm. - Băneşti Suceava hc. - Vereşti - Văratec - Suceava - Suceava Nord,2
668,6100826, Biharkeresztes - Braşov, Biharkeresztes - Episcopia Bihor - Oradea - Aleşd - Bratca - Ciucea Hm. - Huedin - Aghireş - Cluj Napoca - Gherla - Dej Călători - Beclean pe Someş - Sărăţel - Deda - Topliţa - Gheorgheni - Izvoru Oltului - Siculeni - Miercurea Ciuc - Băile Tuşnad Hm. - Sfântu Gheorghe - Braşov,2
669,6100826, Roşiori Nord - Zimnicea, Roşiori Nord - Roşiori Hm. - Peret hc. - Plosca Hm. - Buzescu h. - Alexandria Nord h. - Alexandria - Ţigăneşti h. - Brânceni h. - Smârdioasa h. - Păuleasa h. - Zimnicea,2
670,6100826, Constanţa - Ţăndărei, Constanţa - Palas - Valul lui Traian - Murfatlar h. - Basarabi - Poarta Albă h. - Dorobanţu - Castelu h. - Medgidia - Mircea Vodă Hm. - Saligny - Cernavodă Pod - Dunărea Hm. - Ovidiu - Ramificaţia Borcea - Feteşti - Movila Hm. - Platoneşti h. - Ţăndărei,2
671,6100826, Galaţi - Iaşi, Galaţi - Barboşi - Lieşti - Tecuci - Nichişeni - Bârlad - Crasna - Vaslui - Buhăieşti - Bârnova Hm. - Nicolina - Iaşi,2
672,6100826, Feteşti - Bucureşti Obor, Feteşti - Bărăganu Hm. - Ştefan cel Mare h. - Jegălia - Recolta hc. - Perişoru Hm. - Ogoarele h. - Ciulniţa - Dragoş Vodă Hm. - Bogdana h. - Dâlga h. - Dor Mărunt Hm. - Dor Mărunt Sat h. - Lehliu - Preasna h. - Săruleşti - Mostiştea h. - Fundulea Hm. - Islaz h. - Brăneşti Hm. - Brăneşti Sat h. - Pasarea - Pantelimon - Pantelimon Sud hc. - Bucureşti Obor,2
673,6100826, Oradea - Halmeu, Oradea - Episcopia Bihor - Biharia Hm. - Tămăşeu h. - Roşiori Bihor h. - Diosig Hm. - Cadia h. - Săcuieni Bihor - Şilindru Hm. - Simion h. - Valea lui Mihai - Curtuiuşeni h. - Resighea h. - Sanislău Hm. - Marna h. - Carei - Domăneşti h. - Moftin h. - Gen. Gh. Avramescu Hm. - Sătmărel h. - Satu Mare Sud - Satu Mare - Ram. Botiz h. - Micula Hm. - Porumbeşti Hm. - Halmeu,2
674,6100826, Drobeta Tr. Severin - Timişoara Nord, Drobeta Tr. Severin - Orşova - Topleţ Hm. - Băile Herculane - Mehadia Hm. - Iablaniţa - Cruşovăţ - Domaşnea Cornea Hm. - Teregova Hm. - Armeniş - Caransebeş - Lugoj - Topolovăţ - Recaş - Timişoara Est - Timişoara Nord,2
675,6100826, Topliţa - Braşov, Topliţa - Gălăuţaş Hm. - Sărmaş Runc h. - Subcetate Mureş Hm. - Ditrău - Lăzarea Hm. - Gheorgheni - Valea Strâmbă h. - Şugău h. - Voşlăbeni Hm. - Izvoru Mureşului Hm. - Sândominic h. - Izvoru Oltului - Tomeşti h. - Cârţani h. - Dăneşti h. - Mădăraş Ciuc Hm. - Racu h. - Siculeni - Miercurea Ciuc - Sâncrăieni Hm. - Sântimbru Ciuc h. - Sânsimion Hm. - Vrabia h. - Tuşnad Sat - Băile Tuşnad Hm. - Bicsadu Oltului Hm. - Malnaş Băi - Malnaş h. - Bodoc Hm. - Arcuş h. - Sfântu Gheorghe - Ozun Hm. - Chichiş h. - Prejmer Hm. - Ilieni h. - Hărman - Pav. CFR Braşov Triaj h. - Braşov,2
676,6100826, Timişoara Nord - Iaşi, Timişoara Nord - Buziaş - Lugoj - Mănăştur Hm. - Făget - Margina - Ilia - Deva - Simeria - Orăştie - Şibot - Vinţu de Jos - Alba Iulia - Teiuş - Aiud Hm. - Unirea hc. - Războieni - Câmpia Turzii - Cluj Napoca - Gherla - Dej Călători - Beclean pe Someş - Salva - Năsăud - Ilva Mică - Lunca Ilvei - Floreni - Vatra Dornei Băi hc. - Vatra Dornei - Iacobeni - Mestecăniş - Pojorâta Hm. - Câmpulung Mold. - Câmpulung Est Hm. - Vama - Frasin - Gura Humorului Oraş - Suceava - Vereşti - Dolhasca - Paşcani - Târgu Frumos - Iaşi,2
677,6100826, Vicşani Fr. - Suceava, Vicşani Fr. - Vicşani - Dorneşti - Milişăuţi Hm. - Dărmăneşti - Suceava Nord - Suceava,2
678,6100826, Oradea - Nyirabrany, Oradea - Episcopia Bihor - Biharia Hm. - Tămăşeu h. - Roşiori Bihor h. - Diosig Hm. - Cadia h. - Săcuieni Bihor - Şilindru Hm. - Simion h. - Valea lui Mihai - Nyirabrany,2
679,6100826, Bucureşti Nord Gr.A - Constanţa, Bucureşti Nord Gr.A - Constanţa,2
680,6100826, Bucureşti Nord Gr.A - Vatra Dornei Băi hc., Bucureşti Nord Gr.A - Ploieşti Sud - Mizil - Buzău - Râmnicu Sărat - Focşani - Mărăşeşti - Adjud - Bacău - Roman - Paşcani - Dolhasca - Vereşti - Suceava - Stroieşti - Gura Humorului Oraş - Frasin - Vama - Câmpulung Est Hm. - Câmpulung Mold. - Pojorâta Hm. - Mestecăniş - Iacobeni - Vatra Dornei - Vatra Dornei Băi hc.,2
